id_site,R2M_R11A_F_A_01,R2M_R11A_F_A_02,R2M_R11A_F_A_03,R2A_R11G_F_A_01,R2A_R11G_F_A_02,R2A_R11G_F_A_03,R2M_GFPA_C_A_01,R2M_GFPA_C_A_02,R2M_GFPA_C_A_03,R2A_R11G_C_A_01,R2A_R11G_C_A_02,R2A_R11G_C_A_03,R2M_GFPA_F_A_01,R2M_GFPA_F_A_02,R2M_GFPA_F_A_03,cl_name
MARK2_S409,6.190205444240903,6.33190965195191,6.578324098640856,6.46205988889083,6.170040468950987,5.532680410976859,4.452139966724029,6.216568717341913,5.42855257974942,4.145091430980525,5.047886379340181,3.622144728241877,5.360197629414821,-1.4584644848320885,5.28343246530879,RE_profile
RAPGEF6_S1590,5.6443927803119625,5.754698164977572,5.766796674499381,6.241082986429228,6.354046251337511,6.378398906842216,6.102219793121948,6.048703590669164,4.5620849932439045,6.176216237920676,6.3185721747853645,6.239133263252969,6.10133109751788,6.063994322022003,6.1306348706424885,NA
RAPGEF6_S1094,6.961903112039967,6.832872596997451,7.208051416592139,3.394813914281753,3.8934043184478275,4.5307789150399245,6.961989371132,7.181730844358814,7.0510424286444255,6.569128651402858,5.94274182408767,6.524202566829094,6.501012699967024,6.311315395197819,6.923108028486097,NA
SPHK2_S278,6.231278018346118,6.086716484088291,6.1641144863251744,4.2317000172456165,4.151480929420836,4.085520830112933,4.329525407702074,5.159409865779662,4.164096309910382,3.872364474970574,2.0082723121887907,4.991974454121541,2.387594654905236,2.951226214143314,4.265771525361686,RAB11_profile
CDCA2_S921,6.116539494808521,6.035857973272227,6.001109240769446,3.1387446786066477,4.512763966672035,2.892628049211199,6.115203045455609,6.243479752040122,4.638291348735397,3.445841766476204,1.5545629547330742,5.310393620511182,3.2300884003183725,4.710894426079404,5.188127301432581,RAB11_profile
PPP2R5D_S565,5.361261598747614,4.694190353232532,5.691963500277618,4.836038322122587,5.109593321336352,3.2243894157556756,4.353308680300685,5.0608099598581084,4.480253373562577,3.3019769133186925,2.752841170207872,2.2686230079042637,3.9330684493810786,0.6978878406820113,5.178705492092044,RAB11_profile
PPIG_S341,4.994840406188814,4.055915758038644,3.058114939934299,5.823338469968599,5.237957279995237,5.628253334571984,3.9454954208025184,5.221798999377401,2.5016178759200502,5.697559289268816,5.505321972704858,5.320309733864476,4.591293827084051,2.3172947776393618,4.233339686293063,NA
EIF4G1_S1144,6.489977060315011,6.887589354320711,6.891435661469847,6.432412084779705,6.484636293135639,6.365076053727241,6.707274234487794,6.386673783918743,6.7002640976803205,6.028254927518282,5.326067376997859,5.7243335630745005,5.803597304902903,5.903814750538155,2.023023580637118,RAB11_profile
EIF4G1_S1005,5.950521190889333,6.028981526346555,6.066091437880823,6.140826598591341,6.046350706832715,6.01193087268298,4.843927886537422,2.860846521616888,4.638599761020298,1.187687871598805,5.270917536863665,4.0692686829723765,2.327642082327035,3.8988733072749397,0.8938028791239381,RE_profile
EIF4G1_S1057,4.2200679335814995,4.131141467068378,1.312344945492101,6.280100032293739,4.857442859024033,7.200346611536632,5.933282530978757,6.292291080990362,1.782712481356847,6.637759937932931,3.8890382003429194,6.566116697588728,4.5070618601911665,1.3884019104012735,1.981384732604078,RE_profile
EIF4G1_S1509,6.683700322721831,6.610681857404446,6.998511205041809,7.235368656637114,6.78114633919874,5.963854488720886,6.818173686986949,7.23757897937163,4.553480778302046,3.119522813663679,4.281383362822803,5.201153998305639,5.631428763991757,1.7236668663643457,7.061797009362713,RE_profile
RBM6_S893,5.679909133939169,5.665894684234334,5.9296383164248105,5.988325937432376,5.9504985987114205,5.611661092137999,5.521863114972256,5.684405061575805,4.997528776241378,6.069375373610034,5.890500020978875,5.953492723957705,4.647966223278101,2.4982899235100153,3.469360660474602,RE_profile
RPS6KA1_S721,4.017248924804472,4.797422026770514,3.189342899175927,6.77763888038506,6.676739704950621,6.242585872535125,3.9487422680111126,4.855453578185651,2.870900557823008,3.508336570696685,2.528241979954782,3.919212909376945,1.3751669853761506,-1.611217323770223,2.444311021980771,RE_profile
NCAPH_S17,4.891473542122183,5.2059939191993045,5.595716456920276,5.354523388065029,5.344389553352308,5.058756227131874,2.81809582570699,4.3614094895905575,3.671957449811109,2.594269469071506,2.422922753699591,3.3153034961654964,3.649670424530204,4.893163597086403,1.600547323885142,RE_profile
NCAPH_S76,4.032638181551183,4.6296355156140425,3.9476079353542834,5.612731829497294,5.322153520549817,5.502592958662184,3.9539198030784424,4.85449499283234,3.8277095418656106,5.927600649915716,4.9230338945117635,5.664303588556796,4.016046560871471,5.162133583881031,2.9706093531127142,NA
SSFA2_S739,6.0989472301865835,5.927997105799592,5.9977790026091915,5.777033408212118,5.989761969702521,5.769826785044528,6.155936897302567,5.869188841705819,6.272245362236707,3.2290495656993006,4.181203908768685,4.100159546638848,5.762728487258848,5.662886644294854,5.705635297012756,RAB11_profile
TP53I11_S14,3.456280910329959,3.269413711088311,3.6437075072637946,3.4722430788514234,2.899831417501628,3.5155605134510606,2.981921746996525,2.1952037300035947,4.36129132251898,5.306631753691084,6.304768319957663,6.115942017074618,4.115936274500227,4.7729522470574395,5.4233449800847175,NA
BCLAF1_S494,2.316126697545285,3.5849825401775606,3.4563630802678182,6.714240463497149,6.414089071332198,6.843719447257216,4.777685639039317,3.7390934836983813,3.9441165705970063,6.994682990846345,6.9596440545000045,7.171103078209312,-0.3816625082672225,0.19299868852574864,3.985432838538886,RE_profile
BCLAF1_S266,3.9646155499707425,3.926101710704041,3.1145705672582045,6.547296518435916,6.415966810524688,6.685960051882838,5.3377620199696425,1.3966206729243957,4.7044874901529665,7.276178419252396,7.033006388830079,7.4612093206238415,3.4729985196467688,3.513458077355672,3.556440006944789,NA
MTFR1L_S141,5.862238213703601,6.036410180554145,5.846928362246728,4.9995279152725045,1.7179651051305784,3.933204453394504,5.87724148889806,5.876186037334595,5.2601944869773005,3.8639711825858756,3.2314199367742393,5.344137778530694,2.470769404122394,2.278731022184098,0.10087411703567639,RAB11_profile
PSMC3_S9,6.212843875588992,6.393020619658244,6.331163261668333,6.1365430387417845,6.312422481054862,6.161756159114836,6.292989060907076,6.137501961344704,6.1385631549658015,4.904256229775445,2.485105677273505,3.263069611785305,6.178585684951355,6.175351089185721,5.8679749084858575,RE_profile
BIRC2_S119,7.635688776360328,7.498153105711561,7.562230119832762,7.602484823392873,7.832235626100314,7.053450050759528,7.511753248649233,7.551768541052844,3.52254042420451,0.3374339561325428,3.5531067127430953,5.185603681775346,2.4360506620389395,0.09017770695894889,4.201212790212676,RE_profile
LMO7_S591,4.477971991471882,6.971660999332858,7.0831344277976385,6.980396888487141,7.05228352991367,6.9118002102373115,7.403782875187436,7.261031357504318,7.316359675555392,3.400391335502044,0.5976309190014506,1.2946424718480793,5.34279717931613,7.114017418902739,6.958559198672511,RE_profile
LMO7_S432,7.317853726571521,7.2974828322696474,7.284027489344299,6.659076183864861,7.573335654065049,7.322074428405742,7.680962850148156,7.500287420891865,7.584096175298062,6.832805507374662,-1.239766758143407,6.826287150976576,4.740622536671878,1.48349910495287,4.213713055972542,RE_profile
LMO7_S155,5.125386088537735,3.546151314956081,5.278886084254176,5.682876234863938,5.728904564974997,5.275735676864238,5.698842082831893,5.426797693012345,5.797912244405729,5.432818553198533,3.01729421262612,5.582048013682114,5.277428999959841,2.5798358048616667,2.6090273426988464,RE_profile
RNASEH2C_S3,2.336929039829547,3.576077241412421,4.035921313951989,5.629627762615704,5.552067868362851,5.6123277262321265,4.297836139058987,1.5281833382405372,4.414068456300671,5.0270057052273005,5.156659580888048,4.349414773722501,3.8943515447876322,1.7565345884381118,-2.627411263268881,RE_profile
PPFIBP2_S229,5.648127909675284,5.597479122068878,5.81340715410484,4.5095579155830645,2.7437303227102143,2.349105967680461,5.335904920078625,4.999962269884068,3.4366776398170895,5.269072658475406,3.6684924698878056,1.3652950379732345,3.206767300624472,4.9500976371757375,3.120241530808446,RAB11_profile
PCF11_S777,6.4061566970067965,6.363407883440539,6.826300266707556,6.9079004152588,6.472845489633045,6.29919995667081,6.987102290796801,6.641165208203093,6.329597663037346,6.408772008532995,6.327394966753263,6.158954223386595,4.381278698377669,1.1402495561499393,2.4412569686005052,RE_profile
PCF11_S509,5.836063687521634,5.667027910098949,5.698964867388536,6.450370084763349,6.202414845165575,2.5034622485805897,5.884369702243873,5.864556605928918,1.8175923851052564,6.144913289553357,6.0586211224615125,6.0682595240545485,-0.3863492907210997,1.4859925913306449,-0.14538200140910185,NA
SGK1_S357,5.852823197332847,5.692066428448141,4.074960905081088,5.882052584846799,6.337677460017437,4.808040622532778,2.9202162600407706,3.957146786829459,3.086709293668427,2.0729852977044767,3.3205338558516315,4.685992231292718,1.8311600857616916,-0.375725479579196,2.050163859423582,RE_profile
UBXN1_S196,4.952302653170334,6.196361918985991,6.286567936011798,3.840899512682195,5.726682200213889,5.747410668328311,4.178345506489372,2.725575905326154,4.897062951179211,5.518297943405768,1.6382254707759842,5.465612382206945,2.055273333433593,0.251094135702405,2.040872969981548,RAB11_profile
SAAL1_S6,3.3406328001142604,5.727912208740347,5.515743197519909,4.602155237968053,4.490491477693241,4.240668016851329,3.8564799574263784,4.931434438784282,4.544066054327722,4.626018971858338,3.285001161105523,4.51215819273636,2.41984339901218,2.064757231103901,2.935579291798888,RAB11_profile
CAST_S11,6.38661007705911,6.364279346175851,6.555010832026135,6.374854585687827,6.356203290114703,6.210878421730851,6.388229178819918,6.966610900020346,6.708737634610639,5.857328224789741,6.028431037378091,6.260776210165024,6.514682514526649,6.143996672713746,6.574529331643929,RE_profile
RAP1GAP_S484,4.626376668491188,6.1138953859584095,6.410818144071091,6.612891743620184,6.449806340337399,6.625551698679932,6.3817826373493505,6.169635907238676,6.420825729933132,6.129992030638153,1.6966452318103475,6.053275221703611,3.562226286125777,3.73125620613986,1.974220301053926,RE_profile
BCL7B_S133,4.098716292392673,5.450656957498981,5.670817078587567,4.494012363116367,4.386731685757119,5.210879428527683,3.392835225073899,3.4770934420508497,2.287935522698129,3.6920335668241977,2.6815010391625784,3.990303673607867,2.9046526094340197,-0.1525737177142794,2.2325778590114735,RAB11_profile
PIK3C2B_S155,4.900332378414844,5.4317251437021135,4.9096957306581634,4.770547371126069,5.447887525773828,4.783006210823454,5.508140950231933,4.8041113171514995,4.9653047648085105,3.4438254265068067,3.2221630616416954,0.13537182564009775,2.688557643442834,4.975419638661956,3.7004040335877955,RE_profile
WNK1_S1779,6.339484104256997,6.112934955472101,6.452229949895078,6.347120540082327,4.499880460704364,6.464620389453194,1.1579395923066373,4.751777353407985,4.305947933554321,6.4742798982231315,6.153269706077521,6.3854070348753185,-0.9363038907605565,3.7014685295092455,0.5271295998900909,RE_profile
WNK1_S1784,7.1579737708417674,6.736952692648251,7.391250396105872,6.347120540082327,5.819551018162713,6.6703939828902685,6.9068522181436816,7.376109482409889,6.744243340122239,6.4742798982231315,6.153269706077521,6.3854070348753185,5.719658201690561,6.467420445819683,5.5343110229452765,RAB11_profile
WNK1_S1764,5.654173925154641,6.95324952202186,5.37176517462616,4.298631235065979,4.869328570929305,4.431160264359527,6.83962778096517,7.027395365256754,6.241049214931055,3.019478660632338,3.265407160204181,4.586422906063592,5.966044417308906,5.330987506911004,6.0541063918423985,RAB11_profile
STARD10_S238,3.4023921612720973,3.725034942403363,5.331809556085079,5.144432928572357,4.27405936009916,4.960655153505107,4.7364673501306545,3.867602552931177,3.7050520419500756,4.94422496713474,5.44229655333925,5.673958678767773,4.442454935714153,-0.03810384041181614,1.6007376925390386,RE_profile
DTL_S469,4.080552185711765,3.9668342386239988,3.975770814888012,5.504114244626844,5.468785206799855,5.524733773862562,5.218384732532559,2.6141190842013162,1.8312341031104569,2.99638452557837,3.754116053677307,3.1825191732916913,4.849783660418712,3.129295596741235,2.1496453863309926,NA
RRN3_S44,5.414550753355388,5.196805381077247,5.907552427571869,5.43202730909887,5.464482150274872,5.234473427404712,2.3457200697568594,4.296320219650209,4.697816282496916,4.652560308799301,4.507373852558209,1.8875790725318629,3.5928177438685456,1.7759099763079296,2.8056182138550074,RE_profile
DMXL1_S924,5.538898412909986,5.563788397912377,5.7672462717114845,2.281686856520794,4.109153377377547,1.6056699777325787,5.701211636576643,5.4129720592438675,5.665600856419009,5.252284275560855,2.616113669892816,5.398290089182522,3.589092693915214,4.600681871024282,2.431515227544483,NA
CCAR1_S441,5.494334123100841,5.628279038941274,5.791230038602458,5.744183193281483,5.722346357963431,5.803173152800044,5.722560616522652,5.110538652474849,5.659274592750467,4.57355062844426,3.113007846345276,3.9508108006724134,4.955960527491474,4.136504720994002,3.17270138585981,RE_profile
DDX55_S513,6.852632089994893,6.63464505491204,6.778881476773307,7.180423411429774,7.1476703938747805,6.992093143990263,6.650771950019905,6.7005334214615875,6.007388070151434,3.5292193125844094,3.9117963493237355,3.7303093729027648,6.23588060274473,6.469485048174692,6.3426196887642305,RE_profile
TLE3_S222,5.9404904999204104,5.231262162660452,6.2496987360888765,3.866043117820344,4.017004529844723,3.8582935675630847,5.605381689700262,5.931311141709769,5.676419641664301,2.7409312062769566,4.674611527349001,1.9844858454317684,4.8362677603592745,2.5282023681393366,2.2090985635738383,RAB11_profile
BAZ2A_S1367,6.079648872633914,6.145348846678276,5.538804828819671,6.08049073377794,5.978955035050176,5.894254512853435,5.797903090090753,6.072585600373741,5.778596973700805,5.5278236023479,4.457796050514329,5.469281063635319,2.7454559433610903,4.9093310829958225,2.8845448571745855,RE_profile
BAZ2A_S1021,3.7256242346582424,3.6385636229709544,5.278836687550786,6.3134455076275975,6.430370392997623,6.129096309046441,4.192997916441391,5.367548708879452,2.027997769608027,4.659674405619988,3.821547410914876,1.882679493226457,5.184484935993707,-1.421429900260767,3.439090739099721,NA
CNOT2_S145,5.239515231354921,5.257095810561008,4.6314651715081965,5.662181029155821,5.203508871374479,5.423603902423546,3.0958061031064137,4.780982851986159,2.496045835620599,5.739002383508135,5.553516634786059,5.368232886069449,1.9054788222091341,5.341600625156975,5.450564563988386,NA
SLC38A1_S52,3.772788005955411,4.619349294042187,3.6083303480116427,5.758114547463096,5.271337445435744,5.746469209576672,4.20935815042211,3.694581787924567,4.70951090079775,6.342589681872537,6.190057726951474,6.234813536993321,4.147806048904929,0.9048470401894395,4.930248469886168,NA
SCAF11_S604,2.42118306316334,5.152702953633911,4.690716958604503,6.053474580809612,6.2767346299253015,5.153311023348,6.353979936054477,6.168461369193348,5.875511066301179,6.277193973100087,5.694992525654465,6.211062713035954,2.8235338495561866,4.627225411655196,2.797213086492314,RE_profile
SCAF11_S771,5.998255170824177,5.675355269558623,6.382836258406411,6.012622606006043,3.050098660569408,6.004620654192299,5.984698508505669,6.348403962880825,4.536860517502395,6.4053445546736585,2.078839164616692,6.313254934788267,3.3907441502171025,2.591238470064766,-1.2662658727290834,RE_profile
FGD6_S515,5.723675430593635,4.172339441425018,5.974638343441563,5.886563918254396,6.054974491540661,5.752692641552305,5.677668963722006,5.836359013711829,4.101082506603323,6.167084787540973,5.743042513849923,6.149290172012537,2.401706000133477,3.793456169193374,3.2774904427513434,RE_profile
FGD6_S62,5.922666597797849,5.724575424088039,6.056389292816365,1.8538459026686631,4.119647705190403,1.9447078069377972,5.502690020688558,5.962442080865551,5.534369653429018,3.152003012876023,2.3083800020729894,3.713640648126528,5.577262770178655,2.2268492033614873,5.698684201502613,NA
PCBP2_S272,7.359800420171903,7.622773746177395,7.520152194456194,5.74810533496932,6.487622419735647,6.168356113384389,6.956926308967475,7.161966679829597,3.560355728558337,7.088978032111704,6.513205321398642,7.236095029042441,7.067021179217486,7.556908468275666,7.221956489357089,NA
HNRNPA1_S4,5.330229989114367,6.171941273723859,5.662481562913324,6.938093461820274,5.877864071670769,5.7196717883562265,4.355061789375538,4.208471348308848,2.1349691498033985,6.00718305627002,5.903972797322468,6.640505493817603,5.929934973683663,-0.015189977265131382,6.382117089960422,NA
MRE11A_S648,5.91821739332486,5.969425229624482,6.045214499966625,3.938817363584951,6.674774909210088,6.4777307099837635,4.187973967342178,3.8828531774753134,2.7263538466386676,3.7263693479046522,2.334025944288612,3.507131358654057,4.320660027273013,2.878081929096598,3.6353174626291844,RE_profile
IGF2BP2_S170,4.316452855469577,5.92913171303719,6.004792919636788,6.092760428589688,6.191144251338342,6.063758096703461,6.097772681444932,5.712461211706624,5.932047436074152,4.505811307299059,4.763455725412869,3.581504871275511,2.511039890012199,4.537890737028317,5.37364093441171,RE_profile
CENPA_S19,6.154862475190544,5.56470856672679,6.360227292930526,6.648007159895177,5.983618103772466,6.362090775584997,5.702640786560159,6.104691446501041,4.94353019151657,3.9101164277734526,4.578736627157943,5.39074750029287,3.549969773239804,1.7726450599444097,3.9490116004930833,RE_profile
SPACIA2_S134,3.378129523408192,4.7522896501539185,4.268301992815745,6.434132754454053,6.425774232783207,6.532555315583005,3.0608943406874487,5.368005017617341,4.394415913128186,5.825222419436148,6.296606015236598,6.3239234208883435,5.128474766480868,2.8516338393883314,3.1545712393766836,NA
SPACIA2_S138,4.00354464627632,4.165586072670378,5.27702541288319,6.434132754454053,6.425774232783207,6.532555315583005,4.71372091604951,2.7711526220879255,3.2707397865009646,5.825222419436148,6.296606015236598,6.3239234208883435,5.379802094578085,0.29686942688576323,5.025963310224992,NA
VIPAS39_S147,3.400475930981635,4.8230044112425805,3.573917361076957,6.303340225876501,6.121033565505373,6.254655575450934,6.214227232581681,6.231796722960092,6.434355010569425,5.916671349458022,5.145926011624793,5.763094751757088,4.260315114665677,3.45536193703282,5.077204931404842,NA
DDX24_S39,5.9942216840406095,5.652372145025698,6.150233687544817,5.843450202562022,5.642828997904892,5.376476930642036,5.588468561000938,5.634080245164626,4.661159581432654,5.679833440340414,5.8122084126520015,5.702939868970023,4.56463089701654,4.96941520217721,5.427892154885227,RAB11_profile
MIA2_S1129,4.668339778393514,3.7450722524338858,4.580477431832384,5.307383046784916,5.349236270641148,4.595804555025733,1.521854468920635,3.8660352769739124,1.7273769146253137,5.273443848880854,5.375145098460276,5.115941609981909,5.035973053579921,5.181466859832853,4.1486635123643785,NA
MIA2_S1057,4.479491130282024,5.425034900896039,5.64072749847306,5.221339362912774,5.899774156867327,5.933396376229433,4.43019518338561,4.752371160009934,4.535361113280652,4.443916766036326,3.0466133381281626,5.330647977405441,2.5953064632545515,-0.87711857676641,5.068004677063773,RE_profile
MAP4K4_S544,5.9773529214932255,6.5297544237323795,6.373289225108525,5.751890836199724,5.208968937058095,4.004813528545612,6.531387320440007,6.532732509694739,4.623353181531666,5.890413145553314,5.536453784893343,5.894232477673679,2.486758836511197,2.5613345573632658,5.284548005569751,RAB11_profile
TRAM1_S279,5.644995194999028,5.63680340357931,5.7788745596810935,4.633214757307552,4.049136581558313,2.985572850305664,5.289219972100265,5.384675978899141,5.123068500081334,3.51532282762955,1.8812931684735021,3.942554138484956,3.233695090017476,3.5178071856888047,0.35661496916302937,RAB11_profile
SOS1_S1119,6.226264791320241,6.197569822299299,6.371820257133606,6.040771229449288,6.000368968815009,5.622437147934265,6.224499025548025,6.283496487212161,6.072101279679713,1.8457910651003728,5.005697948509673,3.374432581330847,2.516307223724615,1.6994387155143782,3.2894719539806614,RE_profile
ELAC2_S199,4.093020702144113,4.361623623485441,3.4113492819037843,4.754773185472045,3.7302339745504733,3.3592999421778558,3.462004364668616,2.455461760399832,5.025445872195558,5.603156629122809,4.269748677064143,5.752115933255,-0.5514351958769055,4.950972326603079,4.831527998801415,NA
CELF1_S22,5.146621696208434,6.8142167052706535,6.9080628000200734,6.621794805280251,6.784398810458478,6.556915931310774,4.17236654067421,5.223837922202201,1.8426854395512402,6.107724356493432,2.5488657931432503,6.127482848698636,2.8411833104633164,4.391350327703659,2.7437259812851638,RE_profile
CDC27_S364,7.77893021627149,7.727346253476585,7.666602588024881,7.8422399068188415,7.775912195892645,7.741349666905078,7.778913661815156,7.479645391405663,7.726579425270588,4.9444740158668345,3.8637006837695336,3.7672978397618095,2.04344688711876,6.678196164300217,6.605043030719813,RE_profile
SRGAP1_S942,3.4032176998471444,5.8964752052649025,6.597808888683169,6.085094155555475,6.398105799776287,6.05575440651364,6.094286164480475,5.924542426850152,5.314239577222075,6.067722507397046,4.5616992043278,6.299166178725793,2.6434218673442054,1.77087803631568,5.2105378467075765,RE_profile
SRGAP1_S966,4.117645152812309,4.482630035487142,4.895724890190149,5.822114507629575,6.103789736974687,6.050736836311163,4.98671501742856,5.441079175247565,5.909599842155905,3.4096107450967694,3.396663660006246,4.650126852532831,3.882441670108819,3.4670018580406694,3.457770753880286,RE_profile
HNRNPH1_S104,8.327761145985413,8.188097565583382,8.315801559041313,8.067868333174347,7.787621497547454,7.4691082390877215,7.9871813056511805,8.36216540891362,7.89067653741219,7.759816956421756,7.739196349770994,7.847499379906929,7.652309600277314,7.603527867537632,8.099083426122624,RAB11_profile
LIN9_S136,5.3553442214875675,4.703605317517113,5.6835300137991185,5.510982153952007,5.5082149582313535,3.880634762343437,4.358539202544139,3.283531821529077,4.94396345898609,4.97558679017314,1.9287419240820949,3.621404674451898,4.0287034971022475,2.8166596967444644,0.07335320284154889,RE_profile
RBM33_S973,5.84855943243409,5.647412981719251,3.7383944135939924,4.391684071073197,3.0190420001081035,2.9074254401104285,4.9933847244846294,4.076765052598099,5.33488292750759,3.516546170628928,-2.2060237547445487,2.3479883583383883,2.716724197107343,2.633345109423499,4.226774157661723,RAB11_profile
PRRC2B_S1395,5.884920387318354,3.133847319434587,6.323135855623478,5.908017744391425,3.1033116738794786,5.407880577433752,1.9305042453799746,3.5966259096713626,1.540282974867898,3.7059292555579164,3.9244319672492636,4.105404690606541,5.781332889469835,5.803350866665362,4.474237565734295,NA
LARP4B_S498,6.361540450236616,6.218814981275592,6.647319443530988,6.0453874504919245,5.029180173854116,6.4453455319800526,6.426847711732446,6.816000039974086,6.480849090644749,6.255469574985294,5.410429967500353,6.198401703445492,3.2642440280838625,3.608883584770819,2.742696437281342,RAB11_profile
LARP4B_S601,5.548045091188514,5.715202837183385,5.936408133358653,4.958537946682522,4.7287295084076915,3.3196773600058886,5.072928683678932,4.118175259918835,1.6230387702954623,5.0560595939814,1.0173688248086319,4.736514410070996,0.6218330759448429,3.6226333701782276,2.296482472648185,RAB11_profile
KDM1B_S17,5.227040067955907,3.8121350168883943,2.949300177671054,5.709775464355125,5.724681010252221,5.4835616822380775,5.598771173948189,5.3718585677664805,5.254723113916009,4.4513302992247334,3.9264390465579257,2.789871368198321,3.1983581066429774,4.757511986092484,4.1193774761672,NA
DNPH1_S11,5.800510882682478,5.600656851465138,5.917359912395249,6.369734217592213,6.313498500004486,6.359823111915352,6.026018488569371,5.966267622571307,5.703814033084294,5.534097535947966,4.633151166286789,5.593735409301027,4.803539473490967,4.822162874631154,4.112486783659764,RE_profile
PGM3_S64,6.3293520641573675,6.675123138779732,6.769368312912721,6.481387798644828,3.2123582989316515,6.480746867977027,6.4538169511217625,6.346447969281149,6.038545872704519,2.824298980720575,5.554920802720649,6.025490421894769,-1.8871145479774771,2.9782826388649504,4.75065098348424,RE_profile
CWF19L2_S360,4.385932790006811,6.425791147235031,6.419864372031207,6.545825615302068,6.428452281958948,6.555822675498874,6.608091979994361,6.112854360248578,4.776841429255219,4.031357777003825,5.592166840132658,6.0682595240545485,3.7766219079845538,4.304746761613452,0.6504874266226741,RE_profile
ZDHHC5_S356,6.40944437213761,6.664600076850797,6.8236601273050645,3.5781691755294323,4.976884883600511,3.6119156293513597,6.695448021476265,6.632972940956983,3.949661144784125,6.4001004693592884,6.171016546674191,4.394219748148721,5.369757183637681,1.626900526800262,4.667411543471979,NA
MSI1_S123,5.814622623154019,5.735263183529864,5.799319961475453,4.987218683495951,2.137048500762517,2.593999109848366,4.454208572361085,5.078617921204056,3.3133163408412174,5.586213350907233,4.724666640777285,5.512988558616055,1.5784969822548605,0.09328952738122709,3.6052203057723506,RAB11_profile
RPS27L_S78,5.783671809921432,5.5130941622894865,6.028178211989875,4.966144975267609,4.199399674089716,3.605491669538218,5.794099319166136,5.864210101948471,5.387770058688994,3.0022053360877448,1.4207589814265327,0.41584912549267106,4.683278390373337,2.1222334108644745,4.58508727094016,RAB11_profile
RNPS1_S172,2.9502844050917525,4.169402489650182,3.0007441190081643,6.249105772417112,6.3008132707688675,5.568743429216207,4.121483049546875,4.740304250830663,3.3491975678344987,6.312157556560229,6.277508753958342,6.614692302186231,2.9531005844446163,2.5781072656733017,4.273072790182537,NA
MACF1_S5696,4.520861220666577,4.865906114967782,2.929176917314804,6.008549222168002,4.82542144340639,5.773586077677419,4.631987918593756,5.402636565534864,4.545899610241996,2.883147694360098,1.9343656535018905,3.3769638587635686,1.1704623508440122,2.477384974336835,3.6163965152848863,RE_profile
ATXN2L_S335,6.837242477250636,6.541337863150291,6.9142624121628975,6.498024218007167,4.560269435406588,6.28527932413089,6.523658869783512,7.133050237018934,6.782571608784097,5.73518881026512,6.138450695599986,5.714241796892515,0.7949411284792838,5.380001316666826,0.0271679829407514,RAB11_profile
ZNF106_S1393,4.608747081643218,4.105502584850463,1.9858935269452194,5.927215863358649,6.021684821017692,5.5714717226805774,4.141945574551974,3.271159593054532,3.862812588154288,5.733306172270144,5.601728621733835,5.939713935424684,3.3062393543349673,4.4858572725565,4.480465677920145,NA
ZNF106_S884,5.858469142011199,5.687287189432048,5.391509678334575,5.668176857615792,5.731058529095053,5.855133453341983,6.110254050053618,5.906174933107125,5.878669365977934,-0.5200764140537011,4.21823546909691,3.1595287652107755,4.009185748393365,0.3589017317826402,3.1494761798368014,RE_profile
HN1L_S97,3.9120766309985013,2.563302051603454,4.448463142070042,2.164170353472565,3.462959409941571,4.616395487945917,4.1951600738520645,4.484064193345455,1.7405447834203702,5.653996257536772,1.8937911990399128,5.412272226860325,5.090441105283869,0.016944656148570658,-0.09226528698448355,RAB11_profile
ATXN2L_S111,5.197213387673831,5.284787313645972,6.019083373419288,5.767571904796098,5.964041337645191,2.354784546129531,6.0390000242184225,4.3626798579030535,6.324148006840328,3.873443825676148,2.133937216340433,1.9330565974749083,1.6249080694096603,0.3078136335338,-0.3589234951952216,RE_profile
ATXN2L_S496,6.970828363989807,7.0213937959224335,6.811665742555419,1.7077695081132958,2.637475027801684,3.0506125743609345,6.773383724160413,6.863895599595723,7.072209018540123,2.4055936801180593,1.0685561904331982,4.373686760390906,1.1878877404489159,1.2395041348082234,3.0574726901035088,RAB11_profile
RNF34_S254,4.481360747508031,6.417883586232597,6.473630864197361,6.924802665239436,6.974627335657777,6.440966467554491,6.672020313194307,6.566773843805916,6.476134447756693,4.32028664192165,4.527049240991005,4.496346811037947,5.395640969432399,-0.03902350831193857,1.610577370762286,RE_profile
SHANK2_S1613,3.3494732127237734,2.982811010795872,1.6234642139419737,5.298509241448817,5.866502406054283,5.609391085509781,5.563094978699434,5.225158030580515,4.247823400639308,2.6689409647087468,4.993300021727809,3.0838730076246113,4.4349889499515704,3.2336114911566916,-1.2593686300792113,NA
TRA2B_S85,6.123164908738094,6.125186803260733,2.702152696829597,6.66639252937998,6.141400466427943,6.3931004756582395,6.432270083743523,7.07679277584931,6.998156099935854,7.020530975528715,6.896549434887149,6.882040946254458,-0.06475536592234654,4.151105786866055,0.40542905703796706,RE_profile
GCOM1_S576,4.901612288055765,3.650590936336642,3.835134189124949,6.442951334813633,4.323898079585376,6.343957481909486,3.899203152374672,3.039580174534972,2.1617243594986757,3.4053462759492517,4.004438835900749,3.19034243178134,2.2964875641127263,3.9815237032340134,2.4248563915536985,NA
TNRC18_S1989,5.970552325803481,4.393693696349291,6.118411049152715,4.3152710165648855,4.1480507387896255,4.3186307403904625,4.720649093748073,3.21753567663511,4.153115785087708,4.603140677450872,2.4742828113175785,2.8086931018290007,1.8155405841776497,4.391886083388448,-0.23687962408668195,RAB11_profile
