Raw file	Experiment	Fraction	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Fixed modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Labels0	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_Ctr_A_40_01_02	R2A_R11G_Ph_C_A_40_01	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		12933	4906	0	6785	3027	0	3758	507	502	0	5	7.47	16.58	NaN	0.13	328	821331	3749	0.46	376	10.03	41743	2487	2359	5.96	12.89	418	16.81	+	0.2384	0.33275	0.14588	0.19726	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_Ctr_A_40_02_01	R2A_R11G_Ph_C_A_40_02	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		11356	9615	0	15011	4219	0	10792	725	653	0	72	4.83	15.48	NaN	0.67	488	528778	5201	0.98	384	7.38	41958	3675	3484	8.76	12.57	400	10.88	+	0.26614	0.3918	0.19431	0.33706	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_Ctr_A_40_02_02	R2A_R11G_Ph_C_A_40_02	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		12197	7121	0	9272	4970	0	4302	986	966	0	20	10.63	19.44	NaN	0.46	589	852245	5442	0.64	698	12.83	45698	3820	3687	8.36	14.17	836	21.88	+	0.25552	0.37352	0.15807	0.22421	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_Ctr_A_40_03_01	R2A_R11G_Ph_C_A_40_03	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		7894	19196	0	22133	16259	0	5874	3199	3176	0	23	14.45	19.53	NaN	0.39	1527	863591	14964	1.73	2562	17.12	63470	11333	11008	17.86	24.03	3349	29.55	+	0.28621	0.43003	0.22092	0.35285	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_Ctr_A_40_03_02	R2A_R11G_Ph_C_A_40_03	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		10615	11744	0	14159	9329	0	4830	2081	2054	0	27	14.7	22.02	NaN	0.56	1114	867268	9082	1.05	1349	14.85	52414	6713	6509	12.81	19.12	1789	26.65	+	0.24549	0.38344	0.17508	0.27783	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_Ctr_T_40_01_01	R2A_R11G_Ph_C_T_40_01	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4790	28008	0	31041	24975	0	6066	14375	14127	0	248	46.31	56.56	NaN	4.09	5852	837617	19500	2.33	4763	24.43	98098	15822	14858	16.13	17.03	5163	32.63	+	0.38398	0.5408	0.31502	0.47309	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_Ctr_T_40_01_02	R2A_R11G_Ph_C_T_40_01	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5136	26560	0	29284	23836	0	5448	12739	12599	0	140	43.5	52.86	NaN	2.57	5738	861080	19139	2.22	4221	22.05	90076	15456	14899	17.16	19.22	4810	31.12	+	0.35547	0.5072	0.27684	0.42586	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_Ctr_T_40_02_01	R2A_R11G_Ph_C_T_40_02	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4856	27769	0	31061	24477	0	6584	13931	13733	0	198	44.85	56.11	NaN	3.01	5791	822849	19103	2.32	4802	25.14	95115	15461	14447	16.26	17.31	5091	32.93	+	0.3849	0.54136	0.31365	0.46842	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_Ctr_T_40_02_02	R2A_R11G_Ph_C_T_40_02	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5090	26993	0	29347	24639	0	4708	13680	13476	0	204	46.61	54.69	NaN	4.33	6046	856374	19144	2.24	4486	23.43	97596	15866	15330	16.26	17.72	5041	31.77	+	0.39263	0.55651	0.31302	0.47618	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_Ctr_T_40_03_01	R2A_R11G_Ph_C_T_40_03	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4693	28278	0	31845	24711	0	7134	13894	13704	0	190	43.63	55.46	NaN	2.66	5751	864398	19488	2.25	4830	24.78	98233	15637	14617	15.92	16.93	5162	33.01	+	0.39045	0.55207	0.32071	0.485	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_Ctr_T_40_03_02	R2A_R11G_Ph_C_T_40_03	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5124	27029	0	29396	24662	0	4734	13912	13718	0	194	47.33	55.62	NaN	4.1	5971	885587	19296	2.18	4450	23.06	96145	15725	15253	16.36	17.75	5067	32.22	+	0.39454	0.56134	0.31689	0.48017	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_F10_A_40_01_01	R2A_R11G_Ph_F_A_40_01	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		6219	23607	0	26485	20729	0	5756	5608	5515	0	93	21.17	26.61	NaN	1.62	2764	768792	19670	2.56	2584	13.14	77356	16042	15644	20.74	25.1	3264	20.35	+	0.30636	0.45877	0.24216	0.38791	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_F10_A_40_01_02	R2A_R11G_Ph_F_A_40_01	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		11081	10229	0	12529	7929	0	4600	1548	1529	0	19	12.36	19.28	NaN	0.41	918	887006	8415	0.95	833	9.9	62219	6363	6177	10.23	15.01	1142	17.95	+	0.28725	0.4337	0.23904	0.39577	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_F10_A_40_02_01	R2A_R11G_Ph_F_A_40_02	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		9116	15597	0	18021	13173	0	4848	3139	3109	0	30	17.42	23.6	NaN	0.62	1550	813090	12441	1.53	1837	14.77	63764	9718	9457	15.24	19.05	2370	24.39	+	0.28008	0.42425	0.23604	0.38381	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_F10_A_40_02_02	R2A_R11G_Ph_F_A_40_02	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		12102	7539	0	12785	2293	0	10492	463	333	0	130	3.62	14.52	NaN	1.24	352	275465	3229	1.17	34	1.05	43015	2238	2174	5.2	8.39	53	2.37	+	0.31032	0.44839	0.2385	0.37279	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_F10_A_40_03_01	R2A_R11G_Ph_F_A_40_03	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		8654	16988	0	21889	12087	0	9802	3148	2966	0	182	14.38	24.54	NaN	1.86	1555	570825	12657	2.22	1489	11.76	60421	9024	8773	14.94	19.02	2061	22.84	+	0.34589	0.50245	0.2851	0.43582	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_F10_A_40_03_02	R2A_R11G_Ph_F_A_40_03	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		11415	9274	0	11614	6934	0	4680	1278	1265	0	13	11	18.24	NaN	0.28	814	842653	7463	0.89	852	11.42	53640	5459	5277	10.18	14.47	1069	19.58	+	0.28366	0.42115	0.2155	0.35132	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_F10_T_40_01_01	R2A_R11G_Ph_F_T_40_01	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4757	28130	0	31155	25105	0	6050	14381	14235	0	146	46.16	56.7	NaN	2.41	6338	858390	19693	2.29	4620	23.46	104832	16393	15355	15.64	16.68	4974	30.34	+	0.37789	0.53597	0.30332	0.45963	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_F10_T_40_01_02	R2A_R11G_Ph_F_T_40_01	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5072	27030	0	29435	24625	0	4810	13711	13533	0	178	46.58	54.96	NaN	3.7	6358	907937	19517	2.15	4291	21.99	105084	16332	15874	15.54	16.98	4851	29.7	+	0.39354	0.55819	0.30617	0.46654	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_F10_T_40_02_01	R2A_R11G_Ph_F_T_40_02	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		4720	28125	0	31516	24734	0	6782	13801	13586	0	215	43.79	54.93	NaN	3.17	5787	890999	19662	2.21	4557	23.18	105131	16045	15141	15.26	16.3	4873	30.37	+	0.38636	0.54755	0.31143	0.47208	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_F10_T_40_02_02	R2A_R11G_Ph_F_T_40_02	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5114	26893	0	29232	24554	0	4678	13286	13153	0	133	45.45	53.57	NaN	2.84	5823	898298	19405	2.16	4256	21.93	102026	16227	15775	15.9	17.26	4846	29.86	+	0.39506	0.56651	0.30707	0.47222	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_F10_T_40_03_01	R2A_R11G_Ph_F_T_40_03	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5099	27001	0	29092	24910	0	4182	14634	14461	0	173	50.3	58.05	NaN	4.14	6356	864927	19630	2.27	4350	22.16	105836	16547	15933	15.63	16.71	4882	29.5	+	0.393	0.55986	0.31346	0.47056	
20191129_CF_MPS_HeLaStable_HA-R2b_A2_R11_GFP_STY_F10_T_40_03_02	R2A_R11G_Ph_F_T_40_03	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Gln->pyro-Glu;Phospho (STY)	Carbamidomethyl (C)			False	True	1	2		Standard		5155	26754	0	29021	24487	0	4534	13114	12976	0	138	45.19	52.99	NaN	3.04	6080	903598	19352	2.14	4161	21.5	103700	16250	15789	15.67	16.93	4791	29.48	+	0.39584	0.56194	0.30253	0.45809	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_A_40_01_01	R2M_GFPA_P_C_A_40_01	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6400	43962	0	46486	41438	0	5048	24626	24314	0	312	52.98	58.68	NaN	6.18	16284	942857	36636	3.89	5612	15.32	126181	32340	31923	25.63	29.01	7091	21.93	+	0.39249	0.58801	0.24937	0.38824	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_A_40_01_02	R2M_GFPA_P_C_A_40_01	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6382	44102	0	46380	41824	0	4556	26247	25790	0	457	56.59	61.66	NaN	10.03	15848	949349	36154	3.81	5866	16.23	127016	32151	31757	25.31	28.56	7238	22.51	+	0.40507	0.59127	0.26302	0.40008	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_A_40_01_03	R2M_GFPA_P_C_A_40_01	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6469	43910	0	46948	40872	0	6076	21333	20847	0	486	45.44	51.01	NaN	8	11260	903408	34896	3.86	5853	16.77	113839	30185	29772	26.52	30.18	7244	24	+	0.44481	0.63854	0.28912	0.4356	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_A_40_01_04	R2M_GFPA_P_C_A_40_01	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6605	43182	0	47158	39206	0	7952	15280	14944	0	336	32.4	38.12	NaN	4.23	8231	887429	34344	3.87	5723	16.66	104208	28618	28125	27.46	31.99	7194	25.14	+	0.42114	0.60288	0.26895	0.40769	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_A_40_02_01	R2M_GFPA_P_C_A_40_02	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6337	44291	0	46401	42181	0	4220	27818	27320	0	498	59.95	64.77	NaN	11.8	18377	1030045	37106	3.6	5576	15.03	137670	33293	32899	24.18	27.13	7018	21.08	+	0.40454	0.60331	0.25917	0.40113	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_A_40_02_02	R2M_GFPA_P_C_A_40_02	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6367	44292	0	46468	42116	0	4352	27608	27084	0	524	59.41	64.31	NaN	12.04	16551	1008753	36234	3.59	5782	15.96	133990	32372	31924	24.16	27.2	7134	22.04	+	0.41929	0.61166	0.27014	0.41139	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_A_40_02_03	R2M_GFPA_P_C_A_40_02	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6498	43867	0	46860	40874	0	5986	22334	21813	0	521	47.66	53.37	NaN	8.7	11879	849700	35341	4.16	5626	15.92	115501	30635	30245	26.52	30.11	7025	22.93	+	0.43754	0.6316	0.28577	0.43524	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_A_40_02_04	R2M_GFPA_P_C_A_40_02	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6419	44051	0	47580	40522	0	7058	16524	16289	0	235	34.73	40.2	NaN	3.33	8901	855784	35182	4.11	5922	16.83	111354	29870	29335	26.82	30.74	7376	24.69	+	0.42698	0.60126	0.27475	0.40982	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_A_40_03_01	R2M_GFPA_P_C_A_40_03	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6316	44414	0	46632	42196	0	4436	27885	27424	0	461	59.8	64.99	NaN	10.39	18336	994675	37215	3.74	5604	15.06	135082	33230	32873	24.6	27.47	7036	21.17	+	0.4052	0.60013	0.26201	0.40376	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_A_40_03_02	R2M_GFPA_P_C_A_40_03	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6370	44208	0	46412	42004	0	4408	27090	26592	0	498	58.37	63.31	NaN	11.3	16424	999726	36599	3.66	5618	15.35	132243	32708	32301	24.73	27.68	6965	21.29	+	0.41178	0.60055	0.26812	0.40922	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_A_40_03_03	R2M_GFPA_P_C_A_40_03	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6011	46476	0	52185	40767	0	11418	19876	19515	0	361	38.09	47.87	NaN	3.16	10327	910450	36196	3.98	6139	16.96	111046	29591	29097	26.65	30.29	7292	24.64	+	0.4302	0.6228	0.28239	0.434	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_A_40_03_04	R2M_GFPA_P_C_A_40_03	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6613	43122	0	46795	39449	0	7346	15015	14719	0	296	32.09	37.31	NaN	4.03	8075	868503	34342	3.95	5743	16.72	105669	29100	28631	27.54	31.66	7044	24.21	+	0.42225	0.59995	0.27373	0.41567	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_T_40_01_01	R2M_GFPA_P_C_T_40_01	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6162	45422	0	47583	43261	0	4322	30761	30203	0	558	64.65	69.82	NaN	12.91	18345	976967	37855	3.87	5801	15.32	141398	33914	33510	23.98	26.52	7328	21.61	+	0.41102	0.6005	0.27036	0.41307	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_T_40_01_02	R2M_GFPA_P_C_T_40_01	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6079	45798	0	48154	43442	0	4712	30306	29765	0	541	62.94	68.52	NaN	11.48	16298	911118	37697	4.14	5720	15.17	132284	33473	33033	25.3	27.66	7096	21.2	+	0.43103	0.6184	0.28575	0.42989	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_T_40_01_03	R2M_GFPA_P_C_T_40_01	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		7591	38170	0	40229	36111	0	4118	15442	15271	0	171	38.39	42.29	NaN	4.15	8354	862325	31059	3.6	5009	16.13	117611	27496	27200	23.38	25.58	6179	22.47	+	0.42162	0.59619	0.28373	0.43259	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_T_40_01_04	R2M_GFPA_P_C_T_40_01	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6182	45500	0	48256	42744	0	5512	27005	26505	0	500	55.96	62.01	NaN	9.07	13810	924151	37208	4.03	5931	15.94	129263	32802	32268	25.38	28.38	7346	22.39	+	0.42702	0.6133	0.28392	0.43023	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_T_40_02_01	R2M_GFPA_P_C_T_40_02	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6109	45761	0	48014	43508	0	4506	31754	31161	0	593	66.13	71.62	NaN	13.16	18719	1009685	37993	3.76	5899	15.53	148657	34312	33914	23.08	25.29	7248	21.12	+	0.42723	0.62229	0.28427	0.43258	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_T_40_02_02	R2M_GFPA_P_C_T_40_02	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6001	46620	0	48899	44341	0	4558	33118	32503	0	615	67.73	73.3	NaN	13.49	17221	997397	38380	3.85	5785	15.07	146070	34270	33850	23.46	25.79	7193	20.99	+	0.43921	0.63696	0.29556	0.44813	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_T_40_02_03	R2M_GFPA_P_C_T_40_02	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		5768	47929	0	52387	43471	0	8916	28906	28289	0	617	55.18	65.08	NaN	6.92	13925	917163	38476	4.2	6185	16.07	125987	32591	32071	25.87	28.32	7546	23.15	+	0.4484	0.64624	0.30091	0.45861	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_T_40_02_04	R2M_GFPA_P_C_T_40_02	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6114	45808	0	48765	42851	0	5914	26795	26326	0	469	54.95	61.44	NaN	7.93	12881	864386	37163	4.3	6050	16.28	120791	32484	32022	26.89	29.77	7511	23.12	+	0.43203	0.61763	0.28747	0.43698	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_T_40_03_01	R2M_GFPA_P_C_T_40_03	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6073	45918	0	48382	43454	0	4928	31948	31324	0	624	66.03	72.09	NaN	12.66	19016	1020501	38433	3.77	5560	14.47	150605	34566	34174	22.95	25.07	6996	20.24	+	0.42904	0.62543	0.28428	0.43356	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_T_40_03_02	R2M_GFPA_P_C_T_40_03	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6047	46425	0	48954	43896	0	5058	32391	31706	0	685	66.17	72.23	NaN	13.54	16925	982464	38195	3.89	5847	15.31	142454	33892	33443	23.79	26.06	7215	21.29	+	0.44109	0.63814	0.29457	0.44652	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_T_40_03_03	R2M_GFPA_P_C_T_40_03	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6132	45712	0	48846	42578	0	6268	28140	27547	0	593	57.61	64.7	NaN	9.46	13574	856683	36926	4.31	5990	16.22	119396	31958	31556	26.77	29.31	7448	23.31	+	0.44078	0.63553	0.29451	0.44831	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_Ctr_T_40_03_04	R2M_GFPA_P_C_T_40_03	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6163	45452	0	48749	42155	0	6594	23642	23343	0	299	48.5	55.37	NaN	4.53	10913	832158	36672	4.41	6062	16.53	115799	31784	31280	27.45	30.6	7527	23.68	+	0.41141	0.59263	0.27231	0.4187	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_A_40_01_01	R2M_GFPA_P_F_A_40_01	1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6354	44046	0	46158	41934	0	4224	25283	24863	0	420	54.77	59.29	NaN	9.94	16868	1013894	37124	3.66	5409	14.57	140480	33307	32839	23.71	26.79	6797	20.41	+	0.39808	0.58891	0.25461	0.38915	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_A_40_01_02	R2M_GFPA_P_F_A_40_01	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		6413	43824	0	46007	41641	0	4366	22270	21953	0	317	48.41	52.72	NaN	7.26	13016	959062	36057	3.76	5690	15.78	130066	31985	31498	24.59	27.99	7032	21.99	+	0.41226	0.59456	0.26365	0.39435	
20191129_CF_MPS_HeLaStable_HA-R2b_MA_GFP_A2_inGel_F10_A_40_01_03	R2M_GFPA_P_F_A_40_01	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Biotin;Deamidation (NQ)	Carbamidomethyl (C)			False	True	1	2		Standard		7330	39913	0	42876	36950	0	5926	14528	14353	0	175	33.88	38.84	NaN	2.95	7829	941098	31146	3.31	5967	19.16	109338	26622	26212	24.35	28.09	7214	27.1	+	0.41099	0.59708	0.25836	0.39335	
